script,language,e1,t1,e2,t2,e3,t3,e4,t4,e5,t5,e6,t6,e7,t7,e8,t8,e9,t9,e10,t10,e11,t11,e12,t12,e13,t13,e14,t14,e15,t15,e16,t16,e17,t17,e18,t18,e19,t19,e20,t20,e21,t21,e22,t22,e23,t23,e24,t24,e25,t25,e26,t26,e27,t27,e28,t28,e29,t29,e30,t30,group
queuetime_gpt.js,JavaScript,1.8428395131173,0.132886853,1.8193486086765,0.138209165,1.8212225418684,0.135352124,1.8316979250704,0.134627344,1.8315133069297,0.134908817,1.8016744504094,0.134663134,1.8894774497371,0.138012731,1.8597215009445,0.137640645,1.8506856752563,0.136170643,1.8788210853599,0.139013439,1.8601856971161,0.136932921,1.851729207565,0.13457965,1.8303717982467,0.136649187,1.7827881049871002,0.132965231,1.8806983177288,0.136151368,1.7897163954189,0.137648429,1.7429292395814,0.132750054,1.8309654389069,0.135744109,1.7904863367519,0.136474559,1.783150346095,0.13241295,1.812682269619,0.13312659,1.8313070263797,0.135223317,1.8710344081037,0.135638957,1.8110507846149,0.135613989,1.8504093590161,0.136591921,1.813463708879,0.13193519,1.8208329943317,0.135946037,1.862128899907,0.13397027,1.8702337221141,0.136859701,1.800859543196,0.13590556,gpt
queuetime_gpt.py,Python,2.2377094601368,0.140708248,2.2076685286973,0.140770653,2.2081203513154,0.140081794,2.2178817650668,0.140445548,2.1384521455453,0.139575933,2.267175044623,0.14152303,2.2380854357907003,0.140135027,2.1472931971372,0.141342892,2.2380690612472,0.140159992,2.1379794935109,0.140296549,2.1981971690116,0.139964676,2.1772504055653,0.141408133,2.1984241327122,0.139618642,2.1579268221173,0.140376853,2.1479849728995,0.140288195,2.2080742999205,0.140152005,2.1481089399672,0.140099192,2.1875675102588,0.140924668,2.218004338347,0.14025867,2.2175332499782,0.140976902,2.2283982135119,0.139658159,2.2376675842013,0.140772093,2.2580879459200003,0.1401312,2.2481700790298,0.140005978,2.2378064428226,0.140560386,2.1485827385148,0.139376828,2.1470601912858003,0.141698138,2.118289995915,0.13982315,2.207806919006,0.14055966,2.2064672819541,0.142602101,gpt
sjf_gpt.js,JavaScript,1.7612035564763,0.120134843,1.7502866587806,0.121532766,1.7968024392726,0.126844886,1.7109096988465,0.120582865,1.7517655165106,0.119278066,1.7022468605318,0.118544198,1.7581410918186,0.124803946,1.7785932712463002,0.124114543,1.7954178533937,0.128955857,1.8567968332953,0.126853433,1.7119922421195,0.118932395,1.7505012817227,0.121205547,1.7863961833393,0.127464273,1.7963363554207998,0.127555488,1.7697293307121,0.122382481,1.7591728244863,0.123230943,1.7604081308047002,0.121347567,1.7110825022605,0.120319405,1.7221273332512,0.118726432,1.7961559297929,0.127830569,1.7011358879292,0.120238012,1.7982419377554,0.124650194,1.7708820067485,0.120625085,1.739867299933,0.12217213,1.7901945507436,0.121673196,1.7601673768066002,0.121714626,1.8157275162458,0.128483738,1.7587050634982,0.123944102,1.8178258098712,0.125284632,1.7859118411992,0.128202712,gpt
sjf_gpt.py,Python,3.3112584955481004,0.211528441,3.5001362781959,0.213239399,3.3506323766876003,0.212483036,3.3001827191954,0.213168594,3.1912857665583,0.211486863,3.3905895733095,0.212548295,3.2205959689904,0.212538544,3.2204433207275,0.212771275,3.2406280700482,0.212489602,3.2894398881771,0.214301131,3.380468582716,0.21273276,3.2406383932583,0.212473863,3.2904396273546004,0.212776906,3.3199599906411,0.213508171,3.2908887975131003,0.212092091,3.3309002429681,0.212074641,3.2015722990969,0.211050009,3.3608834965293,0.212100173,3.3202170758933,0.213116213,3.3605153346121,0.212661481,3.3108214693781,0.212194741,3.2617765594749,0.210738589,3.2709140680283,0.212053563,3.3402112751137,0.213125057,3.2401928082492,0.213153212,3.4101717020431,0.213185391,3.340805170919,0.21221959,3.2803546378003,0.212906483,3.3903300913987,0.212943907,3.3217097580276,0.210840436,gpt
treebylevels_gpt.js,JavaScript,0.936578245939,0.06620179,0.9449608529464,0.068667704,0.9065826332541,0.066195101,0.8884580369738,0.063335818,0.9452206319799,0.068271639,0.9077439501171,0.064424531,0.9364803738528,0.066351008,0.9064570310277,0.066386597,0.9448621800063,0.068818143,0.8985998530482,0.063119602,0.9161696582812,0.066824732,0.9163620199773,0.066531453,0.8774865205174001,0.064817014,0.9345156778748,0.069346428,0.9072928988374,0.065112214,0.8877858673743,0.064360623,0.9063529318269,0.066545309,0.9164431921936,0.066407696,0.8888908430832001,0.062675952,0.9249889766266,0.068624826,0.9159790858803,0.067115283,0.9249788672399,0.068640239,0.8775275503419,0.064754459,0.916687571351,0.06603511,0.9647474237423,0.068993103,0.8886439236251,0.063052411,0.9345463910482,0.069299602,0.9169217840584,0.065678024,0.9251701965494,0.068348534,0.8984117710995999,0.063406356,gpt
treebylevels_gpt.py,Python,0.9083816862784,0.063452224,0.8779408683505,0.064124305,0.8779934236498,0.064044178,0.9082437583792,0.063662512,0.8880560450464,0.063948704,0.8778022504445,0.064335645,0.9179826905022,0.064060542,0.9078464180946,0.064268306,0.8886614728855,0.063025655,0.8777893902132,0.064355252,0.9077002947249,0.064491089,0.8979784107547,0.064067067,0.8985174490517,0.063245237,0.9084159032696,0.063400056,0.8776935868356001,0.064501316,0.9181614212845,0.063788045,0.9083783142965,0.063457365,0.9185987570393,0.063121273,0.8784591297032001,0.063334152,0.8983505611998,0.063499678,0.897845359472,0.06426992,0.8781671407325,0.063779325,0.8788088588627,0.062800947,0.8782619556688,0.063634768,0.8886363807751001,0.063063911,0.8984347131698,0.063371378,0.9085605757885,0.063179485,0.8776476554704,0.064571344,1.0102819299536,0.075801296,0.8685575861963001,0.063184043,gpt
mergearrays.js,JavaScript,3.0764009303195,0.218934395,3.3731926604036,0.223825796,3.1935362726397,0.223301917,3.264902280807,0.22121927,3.224017852129,0.22256769,3.3022740134226,0.225226386,3.274985291511,0.22109271,3.2431837165512003,0.223839432,3.2933762960061,0.223545821,3.181350621661,0.22663421,3.2543908841037,0.221998957,3.2715300791805,0.226360605,3.2937075163235,0.223040835,3.2645892531879,0.221696519,3.3125816357698,0.224757378,3.2917466035767,0.226030487,3.2834842971560003,0.22338116,3.2746845259424,0.221551264,3.2537783351583,0.222932863,3.2513366503351,0.226655511,3.2617614059279,0.226007919,3.3417293665247003,0.226056767,3.2728029961167,0.224419887,3.1655618938569,0.220213609,3.2737859344157,0.222921277,3.2423787475346,0.225066706,3.1754539195989,0.220378229,3.3026046198176,0.224722336,3.2737226564632,0.223017752,3.2344206547488,0.221953568,human_llama
mergearrays.py,Python,1.5016496815804,0.104208444,1.4613187472354,0.104712994,1.5099857531387,0.106745307,1.5507586998055,0.105566855,1.4707003679949,0.105655789,1.52126909167,0.1047887,1.491861874413,0.10388493,1.4909482326049,0.105277889,1.5011378887135,0.104988735,1.5105549247935,0.105877535,1.5306427452122,0.105743642,1.4814837237947,0.104461467,1.5595515755424,0.107407264,1.4813183458246,0.104713606,1.4916089082128,0.104270608,1.4413650137655,0.104642455,1.4510641662094,0.105101134,1.5213937179172,0.104598692,1.4915832769526,0.104309686,1.5399430822524,0.106810364,1.4913682329227,0.104637547,1.4518722251709,0.103869149,1.471165905482,0.10494602,1.4816841143627,0.104155947,1.531262434285,0.10479885,1.5307723018597,0.105546117,1.4811239593652,0.105009972,1.5212580613997,0.104805517,1.4604818391683,0.105988963,1.4614792098909,0.104468349,human_llama
queuetime.js,JavaScript,1.8599756825274,0.137253114,1.9464540970523,0.142622203,1.9344956491777,0.145608097,1.9157336702662,0.143720582,1.9955737179009,0.143964449,1.9159412140796,0.143404156,1.9275483927415,0.140953815,1.9361482574413,0.143088493,1.9363485797957,0.142783077,1.9281484533509,0.140038949,1.9272838033374,0.141357214,1.8866880801947,0.142265467,1.96675109054,0.1421694,1.9660775179704,0.143196344,2.0236066088668,0.146963548,1.8887403440699,0.139136539,1.9184035682795,0.139649995,1.897775455483,0.14060763,1.9850061610719,0.144829759,2.0352700716195,0.144427395,1.9177966049785,0.140575385,1.945667327293,0.14382173,1.9639801813031,0.146393991,1.9084140836683,0.139633963,1.8869244291684,0.141905124,1.9473515158298,0.141253978,2.8398887767999,0.152631839,1.9170577270695,0.141701895,1.9091219880116,0.138554676,2.0047913977672,0.145157192,human_llama
queuetime.py,Python,5.343214783563901,0.345761879,5.2747152551666,0.343474226,5.4645071964717005,0.343791437,5.4545747056351,0.343688511,5.2140297871946,0.344519306,5.3146959658035,0.343503635,5.502937850121801,0.346184098,5.3148726337803,0.343234283,5.164297149743899,0.344111679,5.3741143510698,0.344390378,5.2046605419563,0.343557643,5.4845156969357,0.343778477,5.2741558170678,0.344327158,5.3250362624651,0.342984811,5.3245359714606,0.343747566,5.4240026913097,0.344560617,5.2544812156168,0.343831048,5.424183204172301,0.344285403,5.3946823047183,0.343524463,5.4739091179921004,0.344703281,5.354369639156,0.34400116,5.3945955363632,0.343656752,5.364940482699899,0.343130839,5.4140044569925,0.344557925,5.5240541191169,0.344482209,5.3245739362644,0.343689684,5.1545793900729,0.343681369,5.5324185360496,0.346975856,5.2233265069463,0.345591543,5.3045863301508005,0.343670788,human_llama
sjf.js,JavaScript,0.8865526960104,0.066240744,0.8582568193159,0.063642599,0.8592013494227,0.062202547,0.8689328947999,0.062611839,0.8985303361749,0.063225589,0.8775377017062,0.064738982,0.8682911701107,0.063590227,0.9169524873933,0.065631213,0.9467978143671,0.065867031,0.8881529017994001,0.063801034,0.8968314430159999,0.06581576,0.868564967039,0.06317279,0.8398110563534,0.061272974,0.8887377920977,0.062909297,0.8787645783978,0.062868458,0.8888520269212,0.062735132,0.8784515101129,0.063345769,0.8208206733849,0.059733689,0.8976544204229999,0.06456103,0.9151397968962,0.068394882,0.8892066018699001,0.062194539,0.9071996462549,0.065254389,0.8969161787369999,0.06568657,0.8684022848179,0.063420819,0.8680421629229,0.063969869,0.8687513003582,0.062888702,0.820906136499,0.05960339,0.8871681446897001,0.065302417,0.831118667776,0.05927936,0.8671839053108,0.065278388,human_llama
sjf.py,Python,1.2495982145464,0.076843704,1.1794713083908,0.077037188,1.2197305331888,0.076641968,1.3787088108669,0.078199709,1.1890659582554,0.077655194,1.2093694451531,0.077192491,1.2192738641256,0.077338216,1.229197960754,0.07745394,1.1991452139319,0.077534359,1.1994118523676,0.077127836,1.2394338361679,0.077094319,1.209656861189,0.07675429,1.1796574049301,0.076753461,1.2193028496584,0.077294024,1.2196718694928,0.076731408,1.2094241826317,0.077109037,1.179387089519,0.07716559,1.1993346417873,0.077245553,1.2096306015766,0.076794326,1.2191052788045,0.077595245,1.1996783950419,0.076721459,1.229770738547,0.07658067,1.1693327259034,0.077248474,1.1996604102639,0.076748879,1.1992376085972,0.077393492,1.1995687816898,0.076888578,1.1693387129586,0.077239346,1.2187005012698,0.078212378,1.2296262424652,0.076800972,1.2090971968047,0.077607567,human_llama
treebylevels.js,JavaScript,0.9252609265405,0.068210205,0.9163007654763,0.066624843,0.9755638828151,0.067748311,0.926154468949,0.06684789,0.9352898340212,0.068166132,0.9363138342838,0.066604918,0.8677849832211,0.064361971,0.9254320528182,0.067949302,0.915225294773,0.06826453,0.9447307389581,0.069018541,0.9162418879569,0.066714609,0.8587337583127,0.062915447,0.9167876695618,0.065882498,0.8886521013863,0.063039943,0.9347518104015,0.068986415,0.9257642123844,0.067442884,0.9549845374954,0.068631594,0.9164192866063,0.066444143,0.9263924406193,0.066485073,0.9361796220581,0.066809541,0.8981115722285999,0.063864046,0.9262784543819,0.066658859,0.8974236780824999,0.064912825,0.8869989146189,0.065560429,0.9377520458908,0.064412188,0.916677522963,0.06605043,0.9364002090989,0.066473229,0.9262788833405,0.066658205,0.8589364740462,0.062606382,0.9246822981195,0.069092395,human_llama
treebylevels.py,Python,0.897896723001,0.06419161,0.9080461481713,0.063963793,0.8685502965237,0.063195157,0.9082981849612,0.063579532,0.8777184434779001,0.064463419,0.8883419610390001,0.06351279,0.8680238580657,0.063997777,0.8984114661060999,0.063406821,0.8883195174528,0.063547008,0.9082313507189,0.063681429,0.9182953980421,0.063583781,0.9377332622266,0.064440826,0.8786939989665,0.062976065,0.8983121936734,0.063558174,0.8879206377709,0.064155149,0.8984915121421,0.063284781,0.898273485079,0.06361719,0.9497965823188,0.076541268,0.888525449064,0.06323304,0.8880079734795,0.064021995,0.9079258547995,0.064147195,0.8784273008439001,0.063382679,0.9075795258256,0.064675216,0.8977843627397,0.064362917,0.8886912441865,0.062980265,0.8878180556668,0.064311548,0.8885673387734001,0.063169174,0.8785049751455001,0.063264255,0.8887407666042001,0.062904762,0.9086355477821,0.063065181,human_llama
mergearrays_llama.js,JavaScript,3.4637951514891,0.238153451,3.4131320975878,0.239164358,3.3749377463425,0.236411425,3.4837712472136,0.238189896,3.3943969817167,0.237235887,3.5136094904674,0.238436514,3.4054411764844,0.235643884,3.3363083018645003,0.234321845,3.4721811344138,0.240614218,3.4836721800776003,0.238340936,3.3736813915372,0.238326892,3.3742645397651,0.237437811,3.4835307398339,0.238556579,3.4146718189024,0.236816864,3.5329635765449,0.239421289,3.4029985917664,0.239367904,3.3651980310749,0.236014589,3.4349777523071,0.236350431,3.4051256315211003,0.236124971,3.5228663662618,0.239569498,3.4029334149834,0.239467274,3.453192229188,0.23907268,3.4956054322096,0.235393456,3.4450626979161,0.236220921,3.4167873672891,0.233591451,3.5022621282253,0.240490733,3.3664254534753,0.234143233,3.5028976684334,0.239521774,3.4143623003483,0.237288763,3.4759173329925,0.234917925,llama
mergearrays_llama.py,Python,1.6061597848065,0.112578465,1.5553578375211998,0.113801132,1.5259270846045,0.112933245,1.5660121102333,0.112803613,1.566372135711,0.11225471,1.6365196935339998,0.11202974,1.605432932824,0.11368664,1.6554582269516,0.113648076,1.6454093243594,0.113722634,1.5764577168871,0.112124231,1.6260882385786,0.112687546,1.5464308466318002,0.112165198,1.626052614026,0.11274186,1.6547754291485,0.114689085,1.5560607019289,0.112729529,1.6055272971569998,0.11354277,1.5860418415244,0.112758284,1.6159497761209,0.112898649,1.615588977993,0.11344873,1.6050516902931,0.114267891,1.5954463584410998,0.113666171,1.5859424261055,0.112909855,1.6543923481299,0.115273139,1.6160301527305,0.112776105,1.5659850727234998,0.112844835,1.605907443679,0.11296319,1.5759645627305,0.112876105,1.5366689134076,0.111802236,1.6158808941588,0.113003668,1.5760541389935,0.112739535,llama
queuetime_llama.js,JavaScript,1.9855198383395,0.144046595,1.8961264874644,0.143121684,1.8892746500484,0.138321924,1.8986868009852,0.139218172,1.9855268171155,0.144035955,1.9558408541647,0.143557167,1.8785601027499,0.139411339,1.9741648033792,0.146112512,1.9954306149507,0.144182627,1.9443586998813,0.145816893,1.8681418661472,0.140048992,1.9951395193158,0.144626438,1.9565592450372,0.142461892,1.9455733584677,0.143964997,1.9840697824903,0.146257383,1.9571599169454,0.141546094,1.9575418678483,0.140963763,1.9438312146069,0.146621109,1.9571867294815,0.141505215,1.9371228986053,0.141602533,1.9362932533189,0.142867429,2.0055482106058,0.144003338,1.9850890084568,0.144703448,1.9556949072321,0.143779681,1.8995822507509,0.137852949,1.9069137878468,0.141921348,1.9252863950028,0.144402508,1.9242664600084,0.145957524,1.9075535356534,0.140945974,1.9642893561656,0.145922616,llama
queuetime_llama.py,Python,5.4923554246957,0.347072077,5.4820753212889,0.347499129,5.5525868262157,0.346719277,5.3124436465252,0.346937572,5.3618962330411,0.347772171,5.2533268860565006,0.345590965,5.3204905894927,0.349915247,5.3523032858929,0.347151569,5.471869042050701,0.347813627,5.372810177219099,0.346378751,5.251805602090901,0.347910349,5.503061989691201,0.345994832,5.3986127884585,0.352778185,5.4526371567022,0.346642542,5.6100576836865,0.350575265,5.7317984619635,0.347921235,5.4324929754524005,0.346862364,5.3113780300635,0.348562235,5.4724594281351004,0.346913511,5.5129069211573,0.346231253,5.442797794483,0.34639763,5.2726377870221,0.346641581,5.4326512218218,0.346621098,5.3428712861103005,0.346285583,5.4026902163886,0.346561646,5.252030954901101,0.347566771,5.321280873564199,0.348710362,5.281872696725499,0.347808055,5.4226641929002,0.346601322,5.4030974935582,0.345940702,llama
sjf_llama.js,JavaScript,1.4943798348697,0.115292217,1.526193114365,0.11252765,1.505087076754,0.11421394,1.5665382968257,0.112001377,1.5247073008155,0.114792955,1.4968802568497002,0.111480017,1.5457005144439,0.113278679,1.5251444870251,0.114126411,1.4963308349998,0.112317678,1.4786330203874,0.108807714,1.4987730635641,0.108594201,1.592959678222,0.11745742,1.5152512235998,0.113963678,1.5260312651369,0.112774409,1.4487800128246,0.108583606,1.5049542996375,0.114416375,1.5159130509681,0.112954641,1.5254524707732,0.113656852,1.5261528401373,0.112589053,1.484562376431,0.11501391,1.5068018197364,0.111599604,1.5160728413261,0.112711021,1.5344509790309,0.115183749,1.5263085048843,0.112351723,1.5744107795758,0.115245038,1.4949992261639,0.114347879,1.486238089428,0.11245908,1.4952166019183,0.114016463,1.5150833571451,0.114219611,1.5353928324098,0.113747778,llama
sjf_llama.py,Python,3.5342075187320003,0.22227852,3.5141606704186,0.222349946,3.5639141385974,0.222725814,3.4936096750646,0.223190006,3.5746408692384,0.221617824,3.5339331367409,0.222696849,3.3735912272212,0.223218132,3.6031729670061,0.223855821,3.5237559551944,0.222966984,3.4932329254487,0.223764407,3.5233952351186,0.223516946,3.5328650895138,0.224325218,3.4743409202653,0.222075133,3.5144316364825,0.221936825,3.6527193583723,0.224547403,3.4738377111617003,0.222842337,3.6019319136919,0.225747959,3.5327159470364,0.224552604,3.4234492425805,0.223434605,3.7026693562024,0.239869864,3.5238619938915,0.222805315,3.4833551779938,0.223578018,3.5033707962846,0.223554206,3.4137092990597,0.223038117,3.4837398508817,0.222991537,3.42500333532,0.2210652,3.3643053960654,0.222129294,3.5342565111825,0.222203825,3.4337265308645,0.223011845,3.5346618114695003,0.221585895,llama
treebylevels_llama.js,JavaScript,0.905811138094,0.06737134,0.9268902765901,0.065726061,0.9057633151132,0.067444252,0.8963837932337,0.066498257,0.8778112585751,0.064321911,0.9167192159024,0.065986864,0.9063100313756,0.066610716,0.94549633233,0.0678513,0.8681157837625,0.063857625,0.887195218274,0.06526114,0.9564848543057,0.066344177,0.9268921518082,0.065723202,0.8968451021335,0.065794935,0.9264979532846,0.066324206,0.9158686382234,0.067283674,0.9252247969449,0.068265289,0.9063120135054,0.066607694,0.8960633237732,0.066986852,0.9163642644671,0.066528031,0.9165725848661,0.066210421,0.9070810700293,0.065435173,0.9255747458309,0.067731749,0.8590799613538,0.062387618,0.9155113793319,0.067828359,0.9352531029653,0.068222133,0.896218681559,0.06674999,0.9264325331627,0.066423947,0.9168564105054,0.065777694,0.9462093566287,0.066764207,0.8778347325802001,0.064286122,llama
